evaluation_id,category,score,model_version,date
3457,reasoning,35.16,claude-3-opus,2026-03-21
3458,reasoning,43.97,claude-3-opus,2026-03-21
3459,reasoning,32.22,gpt-3.5-turbo,2026-03-21
3460,reasoning,48.69,claude-3-opus,2026-03-21
3461,reasoning,26.48,gpt-3.5-turbo,2026-03-21
3462,reasoning,49.03,gpt-3.5-turbo,2026-03-21
3463,reasoning,36.16,gpt-4,2026-03-21
3464,reasoning,76.95,gpt-4-turbo,2026-03-21
3465,knowledge,75.05,gpt-3.5-turbo,2026-03-21
3466,knowledge,58.65,gpt-4-turbo,2026-03-21
3467,knowledge,34.07,gpt-4-turbo,2026-03-21
3468,knowledge,55.56,gpt-4,2026-03-21
3469,knowledge,70.75,claude-3-opus,2026-03-21
3470,knowledge,40.9,gpt-4,2026-03-21
3471,knowledge,83.68,claude-3-opus,2026-03-21
3472,knowledge,29.42,gpt-4,2026-03-21
3473,knowledge,90.67,gpt-3.5-turbo,2026-03-21
3474,code,47.82,gpt-4,2026-03-21
3475,code,52.43,gpt-3.5-turbo,2026-03-21
3476,code,32.1,gpt-3.5-turbo,2026-03-21
3477,code,18.69,gpt-3.5-turbo,2026-03-21
3478,code,31.51,gpt-3.5-turbo,2026-03-21
3479,code,64.41,gpt-4-turbo,2026-03-21
3480,code,66.92,gpt-4,2026-03-21
3481,code,64.2,gpt-4,2026-03-21
3482,code,91.86,gpt-4-turbo,2026-03-21
3483,code,63.4,claude-3-opus,2026-03-21
3484,code,22.79,gpt-4-turbo,2026-03-21
3485,code,42.57,gpt-4,2026-03-21
3486,code,57.66,claude-3-opus,2026-03-21
3487,code,30.3,gpt-4,2026-03-21
3488,instruction_following,66.98,gpt-4-turbo,2026-03-21
3489,instruction_following,64.39,claude-3-opus,2026-03-21
3490,instruction_following,69.6,gpt-3.5-turbo,2026-03-21
3491,instruction_following,77.72,gpt-4,2026-03-21
3492,instruction_following,91.75,gpt-4-turbo,2026-03-21
3493,instruction_following,80.44,gpt-4-turbo,2026-03-21
3494,instruction_following,64.25,gpt-3.5-turbo,2026-03-21
3495,instruction_following,89.95,gpt-4,2026-03-21
3496,instruction_following,33.08,gpt-4,2026-03-21
3497,instruction_following,40.9,claude-3-opus,2026-03-21
3498,instruction_following,76.57,claude-3-opus,2026-03-21
3499,instruction_following,82.82,gpt-3.5-turbo,2026-03-21
3500,instruction_following,63.68,gpt-4-turbo,2026-03-21
3501,instruction_following,88.09,gpt-4,2026-03-21
3502,tool_calling,26.96,gpt-4-turbo,2026-03-21
3503,tool_calling,42.48,gpt-3.5-turbo,2026-03-21
3504,tool_calling,87.42,gpt-3.5-turbo,2026-03-21
3505,tool_calling,43.86,claude-3-opus,2026-03-21
3506,tool_calling,37.86,gpt-4,2026-03-21
3507,tool_calling,29.1,gpt-4,2026-03-21
3508,tool_calling,55.2,gpt-3.5-turbo,2026-03-21
3509,tool_calling,51.66,gpt-4,2026-03-21
3510,tool_calling,34.57,gpt-4-turbo,2026-03-21
3511,reasoning,39.29,claude-3-opus,2026-03-22
3512,reasoning,16.39,gpt-3.5-turbo,2026-03-22
3513,reasoning,50.13,gpt-3.5-turbo,2026-03-22
3514,reasoning,65.56,claude-3-opus,2026-03-22
3515,reasoning,26.1,gpt-3.5-turbo,2026-03-22
3516,reasoning,82.86,claude-3-opus,2026-03-22
3517,reasoning,31.82,gpt-4-turbo,2026-03-22
3518,reasoning,4.8,gpt-4,2026-03-22
3519,reasoning,54.07,gpt-4-turbo,2026-03-22
3520,reasoning,28.31,gpt-4,2026-03-22
3521,reasoning,36.81,claude-3-opus,2026-03-22
3522,knowledge,75.38,gpt-4-turbo,2026-03-22
3523,knowledge,98.24,claude-3-opus,2026-03-22
3524,knowledge,44.71,gpt-4,2026-03-22
3525,knowledge,65.81,claude-3-opus,2026-03-22
3526,knowledge,43.26,gpt-4,2026-03-22
3527,knowledge,81.46,gpt-4-turbo,2026-03-22
3528,knowledge,49.64,gpt-4-turbo,2026-03-22
3529,knowledge,36.18,claude-3-opus,2026-03-22
3530,knowledge,68.83,claude-3-opus,2026-03-22
3531,knowledge,68.03,gpt-3.5-turbo,2026-03-22
3532,knowledge,34.84,gpt-4,2026-03-22
3533,knowledge,69.87,claude-3-opus,2026-03-22
3534,knowledge,45.58,gpt-4-turbo,2026-03-22
3535,knowledge,41.7,gpt-4,2026-03-22
3536,code,83.11,gpt-3.5-turbo,2026-03-22
3537,code,39.85,claude-3-opus,2026-03-22
3538,code,72.31,claude-3-opus,2026-03-22
3539,code,59.69,gpt-4,2026-03-22
3540,code,51.42,gpt-3.5-turbo,2026-03-22
3541,code,41.95,gpt-4-turbo,2026-03-22
3542,code,68.75,gpt-4,2026-03-22
3543,code,58.64,gpt-3.5-turbo,2026-03-22
3544,code,54.28,gpt-4-turbo,2026-03-22
3545,code,39.99,gpt-4-turbo,2026-03-22
3546,code,52.4,gpt-4-turbo,2026-03-22
3547,code,44.83,claude-3-opus,2026-03-22
3548,code,57.34,claude-3-opus,2026-03-22
3549,instruction_following,87.07,gpt-4-turbo,2026-03-22
3550,instruction_following,86.62,gpt-4,2026-03-22
3551,instruction_following,75.71,gpt-4,2026-03-22
3552,instruction_following,69.3,gpt-4,2026-03-22
3553,instruction_following,57.86,gpt-4,2026-03-22
3554,instruction_following,90.28,gpt-4,2026-03-22
3555,instruction_following,52.42,gpt-4-turbo,2026-03-22
3556,instruction_following,80.6,gpt-4-turbo,2026-03-22
3557,instruction_following,81.91,claude-3-opus,2026-03-22
3558,instruction_following,56.47,claude-3-opus,2026-03-22
3559,instruction_following,78.27,claude-3-opus,2026-03-22
3560,instruction_following,74.18,gpt-3.5-turbo,2026-03-22
3561,instruction_following,77.14,gpt-3.5-turbo,2026-03-22
3562,instruction_following,43.71,gpt-4-turbo,2026-03-22
3563,instruction_following,57.76,gpt-4,2026-03-22
3564,tool_calling,53.17,gpt-3.5-turbo,2026-03-22
3565,tool_calling,59.99,gpt-4-turbo,2026-03-22
3566,tool_calling,40.61,claude-3-opus,2026-03-22
3567,tool_calling,33.36,gpt-4,2026-03-22
3568,tool_calling,19.34,claude-3-opus,2026-03-22
3569,tool_calling,43.56,gpt-4-turbo,2026-03-22
3570,tool_calling,41.36,gpt-3.5-turbo,2026-03-22
3571,tool_calling,17.55,claude-3-opus,2026-03-22
3572,tool_calling,75.45,gpt-4,2026-03-22
3573,tool_calling,12.69,claude-3-opus,2026-03-22
3574,tool_calling,31.27,gpt-4-turbo,2026-03-22
3575,tool_calling,32.71,gpt-3.5-turbo,2026-03-22
3576,reasoning,74.26,gpt-4,2026-03-23
3577,reasoning,17.78,gpt-4-turbo,2026-03-23
3578,reasoning,35.2,gpt-4,2026-03-23
3579,reasoning,17.17,gpt-4,2026-03-23
3580,reasoning,11.17,claude-3-opus,2026-03-23
3581,reasoning,11.4,gpt-4,2026-03-23
3582,reasoning,14.81,gpt-3.5-turbo,2026-03-23
3583,reasoning,65.87,claude-3-opus,2026-03-23
3584,knowledge,53.74,gpt-3.5-turbo,2026-03-23
3585,knowledge,91.0,gpt-4,2026-03-23
3586,knowledge,42.32,gpt-3.5-turbo,2026-03-23
3587,knowledge,77.81,gpt-3.5-turbo,2026-03-23
3588,knowledge,33.74,gpt-3.5-turbo,2026-03-23
3589,knowledge,54.8,gpt-4,2026-03-23
3590,knowledge,53.43,gpt-4,2026-03-23
3591,knowledge,86.32,gpt-4,2026-03-23
3592,knowledge,80.22,gpt-4-turbo,2026-03-23
3593,knowledge,64.83,claude-3-opus,2026-03-23
3594,knowledge,50.36,gpt-3.5-turbo,2026-03-23
3595,knowledge,90.51,claude-3-opus,2026-03-23
3596,knowledge,55.85,gpt-4,2026-03-23
3597,knowledge,33.47,gpt-3.5-turbo,2026-03-23
3598,knowledge,9.04,gpt-3.5-turbo,2026-03-23
3599,code,58.7,gpt-3.5-turbo,2026-03-23
3600,code,40.9,gpt-4,2026-03-23
3601,code,32.92,claude-3-opus,2026-03-23
3602,code,56.53,gpt-3.5-turbo,2026-03-23
3603,code,43.54,claude-3-opus,2026-03-23
3604,code,53.76,gpt-4-turbo,2026-03-23
3605,code,61.69,gpt-4,2026-03-23
3606,instruction_following,82.5,gpt-3.5-turbo,2026-03-23
3607,instruction_following,100.0,gpt-4-turbo,2026-03-23
3608,instruction_following,54.62,gpt-4-turbo,2026-03-23
3609,instruction_following,53.77,gpt-4-turbo,2026-03-23
3610,instruction_following,36.8,gpt-4,2026-03-23
3611,instruction_following,62.35,gpt-3.5-turbo,2026-03-23
3612,instruction_following,58.86,gpt-4-turbo,2026-03-23
3613,instruction_following,72.1,gpt-3.5-turbo,2026-03-23
3614,instruction_following,78.12,gpt-3.5-turbo,2026-03-23
3615,instruction_following,92.26,gpt-3.5-turbo,2026-03-23
3616,instruction_following,70.11,gpt-4,2026-03-23
3617,instruction_following,70.46,claude-3-opus,2026-03-23
3618,tool_calling,59.0,gpt-3.5-turbo,2026-03-23
3619,tool_calling,55.88,gpt-4-turbo,2026-03-23
3620,tool_calling,26.49,gpt-4-turbo,2026-03-23
3621,tool_calling,40.98,gpt-4,2026-03-23
3622,tool_calling,42.73,gpt-4-turbo,2026-03-23
3623,tool_calling,66.33,gpt-3.5-turbo,2026-03-23
3624,tool_calling,39.89,gpt-4-turbo,2026-03-23
3625,tool_calling,37.44,gpt-3.5-turbo,2026-03-23
3626,reasoning,79.63,gpt-4-turbo,2026-03-24
3627,reasoning,55.0,gpt-4-turbo,2026-03-24
3628,reasoning,59.4,gpt-4,2026-03-24
3629,reasoning,9.18,gpt-4-turbo,2026-03-24
3630,reasoning,19.53,gpt-4,2026-03-24
3631,reasoning,23.47,claude-3-opus,2026-03-24
3632,reasoning,33.11,gpt-3.5-turbo,2026-03-24
3633,reasoning,48.01,gpt-4-turbo,2026-03-24
3634,reasoning,43.86,claude-3-opus,2026-03-24
3635,reasoning,0.0,gpt-4-turbo,2026-03-24
3636,reasoning,58.85,gpt-3.5-turbo,2026-03-24
3637,reasoning,63.49,gpt-3.5-turbo,2026-03-24
3638,knowledge,70.43,gpt-3.5-turbo,2026-03-24
3639,knowledge,49.57,gpt-4-turbo,2026-03-24
3640,knowledge,66.83,claude-3-opus,2026-03-24
3641,knowledge,45.11,gpt-4-turbo,2026-03-24
3642,knowledge,84.15,gpt-4,2026-03-24
3643,knowledge,53.67,gpt-4,2026-03-24
3644,knowledge,59.13,claude-3-opus,2026-03-24
3645,knowledge,58.4,gpt-3.5-turbo,2026-03-24
3646,knowledge,62.95,gpt-3.5-turbo,2026-03-24
3647,knowledge,49.92,gpt-4,2026-03-24
3648,knowledge,65.84,gpt-4-turbo,2026-03-24
3649,knowledge,80.41,gpt-4,2026-03-24
3650,knowledge,95.89,claude-3-opus,2026-03-24
3651,knowledge,87.86,claude-3-opus,2026-03-24
3652,code,51.26,gpt-4,2026-03-24
3653,code,75.29,claude-3-opus,2026-03-24
3654,code,51.9,gpt-4-turbo,2026-03-24
3655,code,51.41,gpt-4,2026-03-24
3656,code,68.32,gpt-4,2026-03-24
3657,code,81.5,claude-3-opus,2026-03-24
3658,code,59.78,gpt-4-turbo,2026-03-24
3659,code,58.16,gpt-3.5-turbo,2026-03-24
3660,code,64.84,gpt-4-turbo,2026-03-24
3661,code,60.33,claude-3-opus,2026-03-24
3662,code,66.35,gpt-3.5-turbo,2026-03-24
3663,code,35.43,gpt-4,2026-03-24
3664,instruction_following,72.35,gpt-4,2026-03-24
3665,instruction_following,82.72,gpt-4,2026-03-24
3666,instruction_following,36.87,gpt-4-turbo,2026-03-24
3667,instruction_following,69.07,gpt-4-turbo,2026-03-24
3668,instruction_following,30.37,claude-3-opus,2026-03-24
3669,instruction_following,87.98,gpt-4-turbo,2026-03-24
3670,instruction_following,62.03,claude-3-opus,2026-03-24
3671,tool_calling,53.85,gpt-4-turbo,2026-03-24
3672,tool_calling,45.09,gpt-4,2026-03-24
3673,tool_calling,71.1,claude-3-opus,2026-03-24
3674,tool_calling,18.32,claude-3-opus,2026-03-24
3675,tool_calling,67.68,gpt-3.5-turbo,2026-03-24
3676,tool_calling,49.25,gpt-4-turbo,2026-03-24
3677,tool_calling,26.93,gpt-3.5-turbo,2026-03-24
3678,tool_calling,28.07,claude-3-opus,2026-03-24
3679,tool_calling,42.98,gpt-3.5-turbo,2026-03-24
3680,tool_calling,53.96,gpt-4,2026-03-24
3681,tool_calling,30.65,gpt-4,2026-03-24
3682,tool_calling,66.75,gpt-3.5-turbo,2026-03-24
3683,tool_calling,57.47,claude-3-opus,2026-03-24
3684,tool_calling,34.85,gpt-4-turbo,2026-03-24
3685,reasoning,71.84,gpt-4-turbo,2026-03-25
3686,reasoning,23.02,gpt-4,2026-03-25
3687,reasoning,50.07,gpt-4,2026-03-25
3688,reasoning,35.12,claude-3-opus,2026-03-25
3689,reasoning,5.78,gpt-4,2026-03-25
3690,reasoning,19.28,gpt-4-turbo,2026-03-25
3691,reasoning,22.95,gpt-4,2026-03-25
3692,reasoning,15.01,gpt-3.5-turbo,2026-03-25
3693,reasoning,47.65,gpt-3.5-turbo,2026-03-25
3694,reasoning,18.7,claude-3-opus,2026-03-25
3695,reasoning,48.98,gpt-4-turbo,2026-03-25
3696,reasoning,7.99,gpt-4,2026-03-25
3697,reasoning,43.15,gpt-4,2026-03-25
3698,reasoning,33.01,gpt-3.5-turbo,2026-03-25
3699,knowledge,70.99,gpt-3.5-turbo,2026-03-25
3700,knowledge,67.24,gpt-4-turbo,2026-03-25
3701,knowledge,88.9,gpt-4-turbo,2026-03-25
3702,knowledge,79.08,gpt-3.5-turbo,2026-03-25
3703,knowledge,88.1,gpt-4,2026-03-25
3704,knowledge,81.26,gpt-3.5-turbo,2026-03-25
3705,knowledge,65.17,gpt-4,2026-03-25
3706,knowledge,78.16,gpt-4,2026-03-25
3707,knowledge,73.53,gpt-4-turbo,2026-03-25
3708,knowledge,93.45,gpt-4-turbo,2026-03-25
3709,knowledge,40.89,claude-3-opus,2026-03-25
3710,knowledge,50.92,gpt-4,2026-03-25
3711,knowledge,55.62,gpt-3.5-turbo,2026-03-25
3712,knowledge,69.95,claude-3-opus,2026-03-25
3713,code,11.98,gpt-3.5-turbo,2026-03-25
3714,code,29.98,claude-3-opus,2026-03-25
3715,code,59.83,gpt-4-turbo,2026-03-25
3716,code,40.3,gpt-4,2026-03-25
3717,code,45.13,claude-3-opus,2026-03-25
3718,code,34.51,claude-3-opus,2026-03-25
3719,code,43.64,gpt-4-turbo,2026-03-25
3720,instruction_following,80.59,gpt-4,2026-03-25
3721,instruction_following,33.1,claude-3-opus,2026-03-25
3722,instruction_following,63.02,gpt-4-turbo,2026-03-25
3723,instruction_following,85.1,gpt-3.5-turbo,2026-03-25
3724,instruction_following,53.1,gpt-4-turbo,2026-03-25
3725,instruction_following,91.84,gpt-4-turbo,2026-03-25
3726,instruction_following,57.75,gpt-4,2026-03-25
3727,tool_calling,60.44,gpt-3.5-turbo,2026-03-25
3728,tool_calling,45.83,gpt-4-turbo,2026-03-25
3729,tool_calling,34.81,gpt-4,2026-03-25
3730,tool_calling,45.42,gpt-4-turbo,2026-03-25
3731,tool_calling,84.31,gpt-4-turbo,2026-03-25
3732,tool_calling,12.44,gpt-4,2026-03-25
3733,tool_calling,55.25,gpt-4-turbo,2026-03-25
3734,tool_calling,14.49,claude-3-opus,2026-03-25
3735,tool_calling,61.64,gpt-4-turbo,2026-03-25
3736,reasoning,34.28,gpt-4,2026-03-26
3737,reasoning,62.4,gpt-4-turbo,2026-03-26
3738,reasoning,39.27,gpt-4-turbo,2026-03-26
3739,reasoning,73.03,gpt-3.5-turbo,2026-03-26
3740,reasoning,49.38,gpt-3.5-turbo,2026-03-26
3741,reasoning,33.19,gpt-4-turbo,2026-03-26
3742,reasoning,65.47,gpt-4-turbo,2026-03-26
3743,reasoning,35.82,claude-3-opus,2026-03-26
3744,reasoning,28.66,gpt-4-turbo,2026-03-26
3745,reasoning,26.84,gpt-4-turbo,2026-03-26
3746,reasoning,36.52,gpt-4,2026-03-26
3747,reasoning,31.31,gpt-3.5-turbo,2026-03-26
3748,knowledge,75.9,gpt-4-turbo,2026-03-26
3749,knowledge,39.21,gpt-4-turbo,2026-03-26
3750,knowledge,89.95,gpt-4,2026-03-26
3751,knowledge,91.77,gpt-4,2026-03-26
3752,knowledge,88.76,claude-3-opus,2026-03-26
3753,knowledge,69.37,gpt-3.5-turbo,2026-03-26
3754,knowledge,77.12,gpt-4,2026-03-26
3755,knowledge,73.2,claude-3-opus,2026-03-26
3756,code,73.77,gpt-3.5-turbo,2026-03-26
3757,code,55.53,claude-3-opus,2026-03-26
3758,code,34.77,gpt-4,2026-03-26
3759,code,48.9,gpt-3.5-turbo,2026-03-26
3760,code,21.77,gpt-3.5-turbo,2026-03-26
3761,code,55.26,gpt-3.5-turbo,2026-03-26
3762,code,25.25,gpt-4,2026-03-26
3763,code,81.11,claude-3-opus,2026-03-26
3764,code,74.4,gpt-4,2026-03-26
3765,code,60.39,gpt-4-turbo,2026-03-26
3766,instruction_following,74.51,claude-3-opus,2026-03-26
3767,instruction_following,51.7,gpt-3.5-turbo,2026-03-26
3768,instruction_following,71.0,gpt-3.5-turbo,2026-03-26
3769,instruction_following,91.17,gpt-3.5-turbo,2026-03-26
3770,instruction_following,74.58,gpt-4-turbo,2026-03-26
3771,instruction_following,48.67,claude-3-opus,2026-03-26
3772,instruction_following,77.46,claude-3-opus,2026-03-26
3773,instruction_following,72.63,gpt-3.5-turbo,2026-03-26
3774,instruction_following,90.89,claude-3-opus,2026-03-26
3775,instruction_following,89.44,gpt-4-turbo,2026-03-26
3776,instruction_following,89.36,claude-3-opus,2026-03-26
3777,instruction_following,46.94,gpt-3.5-turbo,2026-03-26
3778,instruction_following,55.01,gpt-3.5-turbo,2026-03-26
3779,instruction_following,66.96,gpt-4-turbo,2026-03-26
3780,instruction_following,67.18,gpt-3.5-turbo,2026-03-26
3781,tool_calling,52.21,gpt-3.5-turbo,2026-03-26
3782,tool_calling,51.99,claude-3-opus,2026-03-26
3783,tool_calling,71.48,gpt-4,2026-03-26
3784,tool_calling,35.11,gpt-4,2026-03-26
3785,tool_calling,14.16,gpt-4,2026-03-26
3786,tool_calling,27.09,gpt-3.5-turbo,2026-03-26
3787,tool_calling,48.76,claude-3-opus,2026-03-26
3788,tool_calling,40.95,gpt-4,2026-03-26
3789,tool_calling,15.68,gpt-4,2026-03-26
3790,tool_calling,36.16,gpt-4-turbo,2026-03-26
3791,tool_calling,58.88,gpt-4,2026-03-26
3792,reasoning,35.48,gpt-4-turbo,2026-03-27
3793,reasoning,50.94,gpt-4,2026-03-27
3794,reasoning,12.54,gpt-4-turbo,2026-03-27
3795,reasoning,29.16,claude-3-opus,2026-03-27
3796,reasoning,35.11,gpt-4,2026-03-27
3797,reasoning,27.55,gpt-4,2026-03-27
3798,reasoning,34.31,gpt-4-turbo,2026-03-27
3799,reasoning,72.73,gpt-4,2026-03-27
3800,reasoning,96.48,gpt-3.5-turbo,2026-03-27
3801,reasoning,44.05,gpt-4,2026-03-27
3802,reasoning,19.53,gpt-3.5-turbo,2026-03-27
3803,reasoning,22.85,gpt-3.5-turbo,2026-03-27
3804,reasoning,17.74,gpt-3.5-turbo,2026-03-27
3805,reasoning,68.53,gpt-3.5-turbo,2026-03-27
3806,knowledge,70.53,gpt-3.5-turbo,2026-03-27
3807,knowledge,69.62,gpt-4,2026-03-27
3808,knowledge,79.28,gpt-3.5-turbo,2026-03-27
3809,knowledge,66.43,gpt-4-turbo,2026-03-27
3810,knowledge,84.11,gpt-4,2026-03-27
3811,knowledge,72.73,claude-3-opus,2026-03-27
3812,knowledge,71.83,gpt-3.5-turbo,2026-03-27
3813,knowledge,52.31,gpt-4,2026-03-27
3814,knowledge,45.99,gpt-4-turbo,2026-03-27
3815,knowledge,76.25,gpt-4-turbo,2026-03-27
3816,knowledge,85.8,claude-3-opus,2026-03-27
3817,knowledge,73.94,gpt-4-turbo,2026-03-27
3818,code,34.01,gpt-3.5-turbo,2026-03-27
3819,code,67.81,claude-3-opus,2026-03-27
3820,code,66.81,claude-3-opus,2026-03-27
3821,code,47.72,claude-3-opus,2026-03-27
3822,code,89.25,gpt-4-turbo,2026-03-27
3823,code,16.09,gpt-3.5-turbo,2026-03-27
3824,instruction_following,81.26,gpt-4,2026-03-27
3825,instruction_following,78.56,gpt-3.5-turbo,2026-03-27
3826,instruction_following,96.47,gpt-4-turbo,2026-03-27
3827,instruction_following,86.14,gpt-3.5-turbo,2026-03-27
3828,instruction_following,80.33,claude-3-opus,2026-03-27
3829,instruction_following,75.97,gpt-4,2026-03-27
3830,instruction_following,76.17,gpt-3.5-turbo,2026-03-27
3831,instruction_following,92.91,gpt-4,2026-03-27
3832,instruction_following,83.15,gpt-4-turbo,2026-03-27
3833,instruction_following,96.32,gpt-3.5-turbo,2026-03-27
3834,instruction_following,75.59,gpt-3.5-turbo,2026-03-27
3835,instruction_following,55.73,gpt-4-turbo,2026-03-27
3836,tool_calling,61.7,claude-3-opus,2026-03-27
3837,tool_calling,31.74,gpt-3.5-turbo,2026-03-27
3838,tool_calling,32.82,gpt-4-turbo,2026-03-27
3839,tool_calling,56.9,claude-3-opus,2026-03-27
3840,tool_calling,62.92,gpt-3.5-turbo,2026-03-27
3841,tool_calling,49.14,gpt-4-turbo,2026-03-27
3842,reasoning,62.34,gpt-4,2026-03-28
3843,reasoning,33.06,gpt-4-turbo,2026-03-28
3844,reasoning,41.43,gpt-4,2026-03-28
3845,reasoning,51.27,claude-3-opus,2026-03-28
3846,reasoning,95.43,gpt-3.5-turbo,2026-03-28
3847,reasoning,33.55,gpt-4,2026-03-28
3848,reasoning,29.05,gpt-4-turbo,2026-03-28
3849,reasoning,59.02,gpt-3.5-turbo,2026-03-28
3850,reasoning,65.6,gpt-3.5-turbo,2026-03-28
3851,reasoning,43.29,gpt-3.5-turbo,2026-03-28
3852,knowledge,82.16,gpt-3.5-turbo,2026-03-28
3853,knowledge,72.72,claude-3-opus,2026-03-28
3854,knowledge,66.24,claude-3-opus,2026-03-28
3855,knowledge,43.22,gpt-4,2026-03-28
3856,knowledge,71.73,claude-3-opus,2026-03-28
3857,knowledge,68.73,gpt-3.5-turbo,2026-03-28
3858,knowledge,77.79,gpt-3.5-turbo,2026-03-28
3859,knowledge,70.73,gpt-4,2026-03-28
3860,code,55.51,claude-3-opus,2026-03-28
3861,code,42.76,gpt-3.5-turbo,2026-03-28
3862,code,45.76,claude-3-opus,2026-03-28
3863,code,77.38,gpt-3.5-turbo,2026-03-28
3864,code,35.54,gpt-4-turbo,2026-03-28
3865,code,63.08,gpt-4-turbo,2026-03-28
3866,code,12.77,claude-3-opus,2026-03-28
3867,instruction_following,50.59,gpt-4,2026-03-28
3868,instruction_following,75.99,gpt-4,2026-03-28
3869,instruction_following,66.29,gpt-4,2026-03-28
3870,instruction_following,77.22,gpt-4-turbo,2026-03-28
3871,instruction_following,94.55,gpt-4,2026-03-28
3872,instruction_following,87.97,gpt-4-turbo,2026-03-28
3873,instruction_following,82.05,gpt-4-turbo,2026-03-28
3874,instruction_following,61.22,claude-3-opus,2026-03-28
3875,instruction_following,83.2,gpt-3.5-turbo,2026-03-28
3876,instruction_following,78.53,gpt-3.5-turbo,2026-03-28
3877,instruction_following,58.69,claude-3-opus,2026-03-28
3878,instruction_following,65.94,gpt-3.5-turbo,2026-03-28
3879,instruction_following,89.42,claude-3-opus,2026-03-28
3880,tool_calling,24.78,gpt-4-turbo,2026-03-28
3881,tool_calling,78.04,gpt-4,2026-03-28
3882,tool_calling,20.85,gpt-4,2026-03-28
3883,tool_calling,44.86,gpt-3.5-turbo,2026-03-28
3884,tool_calling,57.81,gpt-4,2026-03-28
3885,tool_calling,28.76,gpt-3.5-turbo,2026-03-28
3886,tool_calling,49.7,gpt-4-turbo,2026-03-28
3887,tool_calling,53.26,gpt-4,2026-03-28
3888,tool_calling,56.19,gpt-4,2026-03-28
3889,tool_calling,37.91,gpt-4-turbo,2026-03-28
3890,tool_calling,63.42,gpt-4,2026-03-28
3891,tool_calling,54.62,claude-3-opus,2026-03-28
3892,tool_calling,26.11,claude-3-opus,2026-03-28
3893,tool_calling,75.11,claude-3-opus,2026-03-28
3894,reasoning,17.32,claude-3-opus,2026-03-29
3895,reasoning,29.05,gpt-3.5-turbo,2026-03-29
3896,reasoning,43.9,gpt-4-turbo,2026-03-29
3897,reasoning,31.69,gpt-3.5-turbo,2026-03-29
3898,reasoning,65.66,gpt-4,2026-03-29
3899,reasoning,8.49,gpt-4,2026-03-29
3900,reasoning,37.87,gpt-4,2026-03-29
3901,reasoning,61.18,gpt-4-turbo,2026-03-29
3902,reasoning,18.16,claude-3-opus,2026-03-29
3903,knowledge,87.62,claude-3-opus,2026-03-29
3904,knowledge,46.17,gpt-4-turbo,2026-03-29
3905,knowledge,68.12,claude-3-opus,2026-03-29
3906,knowledge,80.74,claude-3-opus,2026-03-29
3907,knowledge,85.41,gpt-4,2026-03-29
3908,code,62.05,gpt-4,2026-03-29
3909,code,52.14,gpt-4,2026-03-29
3910,code,74.03,gpt-4-turbo,2026-03-29
3911,code,16.75,gpt-3.5-turbo,2026-03-29
3912,code,60.96,gpt-3.5-turbo,2026-03-29
3913,code,41.61,gpt-3.5-turbo,2026-03-29
3914,code,38.83,gpt-4-turbo,2026-03-29
3915,code,69.89,claude-3-opus,2026-03-29
3916,code,51.76,gpt-4-turbo,2026-03-29
3917,code,51.61,gpt-3.5-turbo,2026-03-29
3918,code,73.67,gpt-4,2026-03-29
3919,code,47.46,gpt-3.5-turbo,2026-03-29
3920,instruction_following,49.58,claude-3-opus,2026-03-29
3921,instruction_following,46.21,gpt-3.5-turbo,2026-03-29
3922,instruction_following,63.6,gpt-4,2026-03-29
3923,instruction_following,75.53,gpt-3.5-turbo,2026-03-29
3924,instruction_following,76.47,gpt-4-turbo,2026-03-29
3925,instruction_following,73.27,gpt-3.5-turbo,2026-03-29
3926,instruction_following,59.99,gpt-3.5-turbo,2026-03-29
3927,instruction_following,79.54,gpt-4-turbo,2026-03-29
3928,instruction_following,75.57,claude-3-opus,2026-03-29
3929,instruction_following,65.3,gpt-3.5-turbo,2026-03-29
3930,instruction_following,94.98,claude-3-opus,2026-03-29
3931,instruction_following,55.79,gpt-3.5-turbo,2026-03-29
3932,instruction_following,84.38,claude-3-opus,2026-03-29
3933,instruction_following,52.25,gpt-3.5-turbo,2026-03-29
3934,instruction_following,55.17,claude-3-opus,2026-03-29
3935,tool_calling,61.66,gpt-4,2026-03-29
3936,tool_calling,36.94,gpt-3.5-turbo,2026-03-29
3937,tool_calling,51.99,gpt-4-turbo,2026-03-29
3938,tool_calling,44.61,gpt-3.5-turbo,2026-03-29
3939,tool_calling,37.28,gpt-3.5-turbo,2026-03-29
3940,reasoning,64.4,gpt-4,2026-03-30
3941,reasoning,73.27,gpt-4,2026-03-30
3942,reasoning,72.4,gpt-3.5-turbo,2026-03-30
3943,reasoning,54.04,gpt-3.5-turbo,2026-03-30
3944,reasoning,37.0,gpt-4-turbo,2026-03-30
3945,reasoning,14.76,claude-3-opus,2026-03-30
3946,reasoning,19.57,claude-3-opus,2026-03-30
3947,reasoning,66.64,gpt-3.5-turbo,2026-03-30
3948,knowledge,46.0,gpt-4-turbo,2026-03-30
3949,knowledge,74.44,gpt-4,2026-03-30
3950,knowledge,97.56,gpt-3.5-turbo,2026-03-30
3951,knowledge,80.64,claude-3-opus,2026-03-30
3952,knowledge,29.02,gpt-4,2026-03-30
3953,knowledge,76.4,gpt-4-turbo,2026-03-30
3954,knowledge,54.26,gpt-4,2026-03-30
3955,code,71.34,gpt-3.5-turbo,2026-03-30
3956,code,14.75,gpt-4-turbo,2026-03-30
